main_category,title,average_rating,rating_number,features,description,price,images,videos,store,categories,details,parent_asin,bought_together,subtitle,author,template_cluster,title_cluster,labeling_cluster_id
All Beauty,"Passion Twist Hair 10 Packs Pre-twisted Passion Twist Crochet Hair 18inch Pre-Looped Passion Twists Crochet Braids Bohemian Hair Synthetic Braiding Hair Extension (18inch,1B/30)",4.1,72,[],[],,"{'hi_res': array(['https://m.media-amazon.com/images/I/91VDm2Y1clS._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/81KPniYOJHL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/81nY2V5ByFL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/81CR1vR9R5L._SL1500_.jpg'],
      dtype=object), 'large': array(['https://m.media-amazon.com/images/I/518FiQ-j-IS.jpg',
       'https://m.media-amazon.com/images/I/517FA7Ad1tL.jpg',
       'https://m.media-amazon.com/images/I/51tJAdiijiL.jpg',
       'https://m.media-amazon.com/images/I/51PRed5vrgL.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/518FiQ-j-IS._SS40_.jpg',
       'https://m.media-amazon.com/images/I/517FA7Ad1tL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51tJAdiijiL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51PRed5vrgL._SS40_.jpg'],
      dtype=object), 'variant': array(['MAIN', 'PT01', 'PT02', 'PT06'], dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}",MIRRA'S MIRROR,[],"{""Brand"": ""MIRRA'S MIRROR"", ""Material"": ""Synthetic"", ""Extension Length"": ""18 Inches"", ""Hair Type"": ""Straight"", ""Material Feature"": ""Natural"", ""Package Dimensions"": ""11.38 x 9.37 x 4.13 inches; 1.26 Pounds""}",B08GFCTSW3,,,,3,3,3
All Beauty,RN BEAUTY Ombre Jumbo Braiding Hair Extensions High Temperature Heat Resistant Synthetic Fiber for Twist Braiding Hair Crochet Weave Braid Hair 5 Pieces/lot 24 Inch 2 Tone Color Black/Silver Grey,3.4,21,[],[],,"{'hi_res': array(['https://m.media-amazon.com/images/I/71J-UoKFEsL._SL1088_.jpg',
       'https://m.media-amazon.com/images/I/7114lj84ovL._SL1088_.jpg',
       'https://m.media-amazon.com/images/I/61kw4nXz7zL._SL1088_.jpg',
       'https://m.media-amazon.com/images/I/71DGrC0L7PL._SL1088_.jpg',
       'https://m.media-amazon.com/images/I/71mwV7meJOL._SL1088_.jpg',
       'https://m.media-amazon.com/images/I/7108JlqlcKL._SL1088_.jpg',
       'https://m.media-amazon.com/images/I/61r6xwJELTL._SL1088_.jpg'],
      dtype=object), 'large': array(['https://m.media-amazon.com/images/I/41+-NP1z4KL.jpg',
       'https://m.media-amazon.com/images/I/51Rsi5jHO-L.jpg',
       'https://m.media-amazon.com/images/I/41Q-2tlIr2L.jpg',
       'https://m.media-amazon.com/images/I/510yznG7z0L.jpg',
       'https://m.media-amazon.com/images/I/51uRnU-lUmL.jpg',
       'https://m.media-amazon.com/images/I/41X2rMnT7CL.jpg',
       'https://m.media-amazon.com/images/I/41yqIaa7QiL.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/41+-NP1z4KL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51Rsi5jHO-L._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41Q-2tlIr2L._SS40_.jpg',
       'https://m.media-amazon.com/images/I/510yznG7z0L._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51uRnU-lUmL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41X2rMnT7CL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41yqIaa7QiL._SS40_.jpg'],
      dtype=object), 'variant': array(['MAIN', 'PT02', 'PT03', 'PT04', 'PT06', 'PT07', 'PT08'],
      dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}",RN BEAUTY,[],"{""Brand"": ""RN BEAUTY"", ""Material"": ""Human Hair"", ""Extension Length"": ""24 Inches"", ""Hair Type"": ""All"", ""Material Feature"": ""Heat Resistant"", ""Product Dimensions"": ""10 x 5 x 2 inches; 1.1 Pounds"", ""UPC"": ""767912862088""}",B07QZZ9R8T,,,,3,3,3
All Beauty,Ushine Brazilian Virgin Hair Bundles Wet And Wavy Human Hair 22 20 18 inch Unprocessed Water Wave 3 Bundles Weave Hair Human Bundles Natural Color,3.1,11,[],[],,"{'hi_res': array(['https://m.media-amazon.com/images/I/815UZcK2qhL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/817qRKzjW6L._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/71r7otJ1aoL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/81YGaZMXHWL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/81bw+BBW80L._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/81WTx6hZRaL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/816gFVgUvlL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/71vXlME8MiL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/81-4YRST4XL._SL1500_.jpg'],
      dtype=object), 'large': array(['https://m.media-amazon.com/images/I/517+8T4w33L.jpg',
       'https://m.media-amazon.com/images/I/51+EhlMqi4L.jpg',
       'https://m.media-amazon.com/images/I/517jmslcJmL.jpg',
       'https://m.media-amazon.com/images/I/517HN8kHxzL.jpg',
       'https://m.media-amazon.com/images/I/51kGyPvxfoL.jpg',
       'https://m.media-amazon.com/images/I/51rGeuwmm+L.jpg',
       'https://m.media-amazon.com/images/I/51q0zFdbRHL.jpg',
       'https://m.media-amazon.com/images/I/51w2Wnzp3gL.jpg',
       'https://m.media-amazon.com/images/I/51iRuNjIyAL.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/517+8T4w33L._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51+EhlMqi4L._SS40_.jpg',
       'https://m.media-amazon.com/images/I/517jmslcJmL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/517HN8kHxzL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51kGyPvxfoL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51rGeuwmm+L._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51q0zFdbRHL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51w2Wnzp3gL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51iRuNjIyAL._SS40_.jpg'],
      dtype=object), 'variant': array(['MAIN', 'PT01', 'PT02', 'PT03', 'PT04', 'PT05', 'PT06', 'PT07',
       'PT08'], dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}",,[],"{""Material"": ""Human Hair"", ""Extension Length"": ""18 Inches"", ""Hair Type"": ""Wavy"", ""Material Feature"": ""Natural"", ""Installation Type"": ""Sew-In"", ""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""7 x 5 x 2 inches; 8.78 Ounces"", ""UPC"": ""712492634334""}",B073Y9NM54,,,,3,3,3
All Beauty,"WOME Jumbo Braiding Hair 165G Low Temperature Synthetic Fiber Hair 3Pcs Blonde Color Crochet Twist Braids 82"" Long Hair Extensions for Woman",4.7,3,[],[],,"{'hi_res': array(['https://m.media-amazon.com/images/I/71Lm6aTGtDL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/71PDMmkUBZL._SL1001_.jpg',
       'https://m.media-amazon.com/images/I/610y2dNcJFL._SL1001_.jpg',
       'https://m.media-amazon.com/images/I/61JI-c5URHL._SL1001_.jpg',
       'https://m.media-amazon.com/images/I/71rtp0LqBQL._SL1001_.jpg',
       'https://m.media-amazon.com/images/I/615SKH6J2DL._SL1005_.jpg',
       'https://m.media-amazon.com/images/I/71I6G-nuc5L._SL1001_.jpg'],
      dtype=object), 'large': array(['https://m.media-amazon.com/images/I/41xkfxudOrL.jpg',
       'https://m.media-amazon.com/images/I/51MPhfXw93L.jpg',
       'https://m.media-amazon.com/images/I/51UtFy-dD1L.jpg',
       'https://m.media-amazon.com/images/I/5162WN+JUcL.jpg',
       'https://m.media-amazon.com/images/I/51VxHNmGzHL.jpg',
       'https://m.media-amazon.com/images/I/51mmTNBF+JL.jpg',
       'https://m.media-amazon.com/images/I/61z94aKBAgL.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/41xkfxudOrL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51MPhfXw93L._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51UtFy-dD1L._SS40_.jpg',
       'https://m.media-amazon.com/images/I/5162WN+JUcL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51VxHNmGzHL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51mmTNBF+JL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/61z94aKBAgL._SS40_.jpg'],
      dtype=object), 'variant': array(['MAIN', 'PT01', 'PT02', 'PT03', 'PT04', 'PT05', 'PT06'],
      dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}",WOME,[],"{""Package Dimensions"": ""12.8 x 10.16 x 2.95 inches; 1.19 Pounds""}",B088659CB6,,,,3,3,3
All Beauty,YILITE Colorful Tape in Hair Extensions Remy Human Hair 10pcs 20g Yellowish Green Tape Hair 12 inches,3.5,10,[],[],,"{'hi_res': array(['https://m.media-amazon.com/images/I/61uPyt3uihS._SL1000_.jpg',
       None, None, None], dtype=object), 'large': array(['https://m.media-amazon.com/images/I/51UrDd6kJXS.jpg',
       'https://m.media-amazon.com/images/I/41hAtsbNwrL.jpg',
       'https://m.media-amazon.com/images/I/418aE5Eq43L.jpg',
       'https://m.media-amazon.com/images/I/41jJJ8XwSJL.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/51UrDd6kJXS._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41hAtsbNwrL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/418aE5Eq43L._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41jJJ8XwSJL._SS40_.jpg'],
      dtype=object), 'variant': array(['MAIN', 'PT01', 'PT02', 'PT03'], dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}",YILITE,[],"{""Brand"": ""YILITE"", ""Material"": ""Human Hair"", ""Extension Length"": ""12 Inches"", ""Hair Type"": ""Color"", ""Installation Type"": ""Tape-In"", ""Package Dimensions"": ""11.73 x 2.68 x 0.28 inches; 4.23 Ounces"", ""UPC"": ""737353301736""}",B08P2XZ766,,,,3,3,3
All Beauty,You Are My Sunshine My Only Hair Extension 51,3.6,7,[],[],,"{'hi_res': array(['https://m.media-amazon.com/images/I/81vwlKTRIKL._SL1500_.jpg'],
      dtype=object), 'large': array(['https://m.media-amazon.com/images/I/510bk7O0ARL.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/510bk7O0ARL._SS40_.jpg'],
      dtype=object), 'variant': array(['MAIN'], dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}",SEGO,[],"{""Package Dimensions"": ""9.3 x 6.5 x 0.8 inches; 1.59 Ounces""}",B07TXC8BVM,,,,3,3,3
All Beauty,"2 in 1 Ionic Hair Straightening Brush for Short Hair, Portable and Dual Voltage for Travel, 30s MCH Rapid Heating ,Anti-Scald and Auto-Off, Best Gift for Family and Friend",3.8,112,[],[],,"{'hi_res': array(['https://m.media-amazon.com/images/I/71YrJTwncyL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/7151BuSBZ3L._SL1500_.jpg',
       None,
       'https://m.media-amazon.com/images/I/71SSZkfgWrL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/81iJirjt64L._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/61iTWOPA3cS._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/713sLocpkeS._SL1500_.jpg'],
      dtype=object), 'large': array(['https://m.media-amazon.com/images/I/51p3dzrSUnL.jpg',
       'https://m.media-amazon.com/images/I/51ZS-yGDzzL.jpg',
       'https://m.media-amazon.com/images/I/51MJ1Elf9zS.jpg',
       'https://m.media-amazon.com/images/I/41RwyDmlMCL.jpg',
       'https://m.media-amazon.com/images/I/51iigh7a1wL.jpg',
       'https://m.media-amazon.com/images/I/41fUY0NA3NS.jpg',
       'https://m.media-amazon.com/images/I/51ncMJ31F5S.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/51p3dzrSUnL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51ZS-yGDzzL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51MJ1Elf9zS._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41RwyDmlMCL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51iigh7a1wL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41fUY0NA3NS._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51ncMJ31F5S._SS40_.jpg'],
      dtype=object), 'variant': array(['MAIN', 'PT01', 'PT02', 'PT03', 'PT04', 'PT05', 'PT06'],
      dtype=object)}","{'title': array(['Good for the value'], dtype=object), 'url': array(['https://www.amazon.com/vdp/032d8cfbf70f484486254a921bbfe407?ref=dp_vse_rvc_0'],
      dtype=object), 'user_id': array(['AG2UOQQSREAJS2BSVY4ZPLGONLDA'], dtype=object)}",FBFL,[],"{""Brand"": ""FBFL"", ""Material"": ""Acrylonitrile Butadiene Styrene"", ""Power Source"": ""Corded Electric"", ""Special Feature"": ""Portable"", ""Hair Type"": ""All, Dry"", ""Product Dimensions"": ""9.84 x 1.38 x 1.18 inches; 12.31 Ounces"", ""UPC"": ""760606580107"", ""Manufacturer"": ""FBFL""}",B08XJYW6B9,,,,17,4,4
All Beauty,"25mm 3 Barrel Curling Iron Wand,Crimper Hair Iron with LCD Temp Display Temp Adjustable,Ceramic Tourmaline Triple Barrels Hair Waver Heat Up Quickly,Beach Waves Curling Iron with Heat Resistant Glove",4.1,7,[],[],,"{'hi_res': array(['https://m.media-amazon.com/images/I/71brjLDirOL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/71wKUrU3hLL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/61AATDf9AoL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/81u-tfac6UL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/812ZWP19i3L._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/81S+NKp3AxL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/71Ag5POtgaL._SL1500_.jpg'],
      dtype=object), 'large': array(['https://m.media-amazon.com/images/I/51CfTDa0T9L.jpg',
       'https://m.media-amazon.com/images/I/51rN3KN80KL.jpg',
       'https://m.media-amazon.com/images/I/41t4eJa8lnL.jpg',
       'https://m.media-amazon.com/images/I/51PsHHWsk1L.jpg',
       'https://m.media-amazon.com/images/I/51yCU5WxhHL.jpg',
       'https://m.media-amazon.com/images/I/51IuojsVtzL.jpg',
       'https://m.media-amazon.com/images/I/519iJVx9nUL.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/51CfTDa0T9L._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51rN3KN80KL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41t4eJa8lnL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51PsHHWsk1L._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51yCU5WxhHL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51IuojsVtzL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/519iJVx9nUL._SS40_.jpg'],
      dtype=object), 'variant': array(['MAIN', 'PT01', 'PT02', 'PT03', 'PT04', 'PT05', 'PT06'],
      dtype=object)}","{'title': array(['Alure Triple Barrel Curler Review',
       ""HONEST review L'Oreal Paris Weather Control Hairspray "",
       'How I Use + Honest Review of 3 Barrel Waver!',
       ""L'Oreal Paris Advanced Hairstyle Lock It Bold Control""],
      dtype=object), 'url': array(['https://www.amazon.com/vdp/0b5c77e79e5b4907bee54af3d854296a?ref=dp_vse_rvc_0',
       'https://www.amazon.com/vdp/0fe3c238a4a141b79c9b536d0d77bd98?ref=dp_vse_rvc_1',
       'https://www.amazon.com/vdp/0da52894387d49f5ac8293cbc50ee949?ref=dp_vse_rvc_2',
       'https://www.amazon.com/vdp/03fa2cf0aba84789b8e564aa25e137af?ref=dp_vse_rvc_3'],
      dtype=object), 'user_id': array(['/shop/bullets4bucks', '/shop/jenro8', '/shop/shop_chiva',
       '/shop/thelifeofscottwenger'], dtype=object)}",Geisofu,[],"{""Brand"": ""Geisofu"", ""Hair Type"": ""Curls,Waves"", ""Material"": ""Ceramic"", ""Power Source"": ""Corded Electric"", ""Max Temperature Setting"": ""210 Degrees Celsius"", ""Package Dimensions"": ""15.86 x 4.29 x 3.58 inches; 1.65 Pounds"", ""Manufacturer"": ""Geisofu""}",B09F3KZYR3,,,,17,4,4
All Beauty,"31 Pieces Large Silicone Hair Curlers Set, 30 Pack Magic Hair Rollers 1.9 Inch No Clip Silicone Curlers with a Black Storage Bag for Women and Kids (Large)",3.5,342,[],[],,"{'hi_res': array(['https://m.media-amazon.com/images/I/61rYnSrb4KL._SL1000_.jpg',
       'https://m.media-amazon.com/images/I/61iMmINnumL._SL1000_.jpg',
       'https://m.media-amazon.com/images/I/41pvMLgJNcL._SL1000_.jpg',
       'https://m.media-amazon.com/images/I/61eCnykOatL._SL1000_.jpg',
       'https://m.media-amazon.com/images/I/61X6+iwzTfL._SL1000_.jpg'],
      dtype=object), 'large': array(['https://m.media-amazon.com/images/I/41QEDfW+ieL.jpg',
       'https://m.media-amazon.com/images/I/51RstvZKJjL.jpg',
       'https://m.media-amazon.com/images/I/31E8GU66JhL.jpg',
       'https://m.media-amazon.com/images/I/512ryT54FWL.jpg',
       'https://m.media-amazon.com/images/I/51VvI272b0L.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/41QEDfW+ieL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51RstvZKJjL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/31E8GU66JhL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/512ryT54FWL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51VvI272b0L._SS40_.jpg'],
      dtype=object), 'variant': array(['MAIN', 'PT01', 'PT02', 'PT03', 'PT04'], dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}",Chinco,[],"{""Item Form"": ""Clip"", ""Hair Type"": ""dry, Curly"", ""Number of Items"": ""31"", ""Material"": ""Silicone"", ""Size"": ""31 Piece Set"", ""Product Dimensions"": ""3.94 x 3.94 x 0.39 inches; 8 Ounces"", ""UPC"": ""796862727291""}",B07RT5RRY9,,,,17,4,4
All Beauty,"8 Pack Sleep Hair Rollers- Absorbent sleep hair rollers style Curling Apparatus,Curling Drum,Dry Hair Curler,6 Inch Absorbent Heat Free Sleep Nighttime Styler Curlers",3.2,43,[],[],,"{'hi_res': array(['https://m.media-amazon.com/images/I/916Wm2tmTnL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/916Wm2tmTnL._SL1500_.jpg'],
      dtype=object), 'large': array(['https://m.media-amazon.com/images/I/513hZI0sTzL.jpg',
       'https://m.media-amazon.com/images/I/513hZI0sTzL.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/513hZI0sTzL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/513hZI0sTzL._SS40_.jpg'],
      dtype=object), 'variant': array(['MAIN', 'PT01'], dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}",AHTONG,[],"{""Hair Type"": ""Dry"", ""Brand"": ""AHTONG"", ""Unit Count"": ""8 Count"", ""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""6.85 x 6.85 x 3.5 inches; 11.32 Ounces"", ""UPC"": ""747742399756""}",B07F6LYP76,,,,17,4,4
All Beauty,"8 Pieces Volume Hair Curler Clip Natural Fluffy Hair Clip Hair Root Curler Roller DIY Curler Fluffy Clamp Roller Hairstyling Clip Styling Tool No Damage and Heat-free Volumized Hairstyle, Purple, Blue",3.0,48,[],[],,"{'hi_res': array(['https://m.media-amazon.com/images/I/71MZSAAQ4iL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/7178rWIdB+L._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/81xaKSIZc2L._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/81aCduQ3jsL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/81BBDjpIChL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/71TUDP+xk6L._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/81wm0-brmpL._SL1500_.jpg'],
      dtype=object), 'large': array(['https://m.media-amazon.com/images/I/51LKwHnSm8L.jpg',
       'https://m.media-amazon.com/images/I/516QjsadQTL.jpg',
       'https://m.media-amazon.com/images/I/516zQHs+znL.jpg',
       'https://m.media-amazon.com/images/I/51iBuR3aNrL.jpg',
       'https://m.media-amazon.com/images/I/51Ti2OQXlcL.jpg',
       'https://m.media-amazon.com/images/I/41O5sUDBGFL.jpg',
       'https://m.media-amazon.com/images/I/51JQx8HbrbL.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/51LKwHnSm8L._SS40_.jpg',
       'https://m.media-amazon.com/images/I/516QjsadQTL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/516zQHs+znL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51iBuR3aNrL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51Ti2OQXlcL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41O5sUDBGFL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51JQx8HbrbL._SS40_.jpg'],
      dtype=object), 'variant': array(['MAIN', 'PT01', 'PT02', 'PT03', 'PT04', 'PT05', 'PT06'],
      dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}",WILLBOND,[],"{""Item Form"": ""Clip"", ""Material"": ""Plastic"", ""Brand"": ""WILLBOND"", ""Unit Count"": ""1.00 Count"", ""Package Dimensions"": ""8.11 x 6.22 x 1.61 inches; 5.47 Ounces""}",B08GX5CNMW,,,,12,4,4
All Beauty,80pcs Perm Rods Long Cold Wave Rods 6 Size Perm Rod for Natural Hair Jumbo Large Medium Small Hair Roller Curling Rods DIY Hair Curlers for Long Short Hair(Blue+Orange+Beige+Purple+Grey+White),4.4,150,[],[],,"{'hi_res': array(['https://m.media-amazon.com/images/I/617362NfqHL._SL1000_.jpg',
       'https://m.media-amazon.com/images/I/61NhYm4+GCL._SL1300_.jpg',
       'https://m.media-amazon.com/images/I/81A8CG32cPL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/61Ahzzg1RQL._SL1000_.jpg',
       None, None, None], dtype=object), 'large': array(['https://m.media-amazon.com/images/I/51IExFHC-IL.jpg',
       'https://m.media-amazon.com/images/I/41Y5HufiekL.jpg',
       'https://m.media-amazon.com/images/I/51NcNRp-nSL.jpg',
       'https://m.media-amazon.com/images/I/51O8oX291vL.jpg',
       'https://m.media-amazon.com/images/I/61+M6dbKVYL.jpg',
       'https://m.media-amazon.com/images/I/51ZDTylnepL.jpg',
       'https://m.media-amazon.com/images/I/61zyZF2OBeL.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/51IExFHC-IL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/41Y5HufiekL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51NcNRp-nSL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51O8oX291vL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/61+M6dbKVYL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51ZDTylnepL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/61zyZF2OBeL._SS40_.jpg'],
      dtype=object), 'variant': array(['MAIN', 'PT01', 'PT02', 'PT03', 'PT04', 'PT05', 'PT06'],
      dtype=object)}","{'title': array([], dtype=object), 'url': array([], dtype=object), 'user_id': array([], dtype=object)}",YMHPRIDE,[],"{""Item Form"": ""Flexi Rod"", ""Hair Type"": ""Wavy, Curly"", ""Number of Items"": ""80"", ""Material"": ""Rubber"", ""Size"": ""80 Piece Assortment"", ""Package Dimensions"": ""10.87 x 9.45 x 3.15 inches; 11.64 Ounces"", ""Item model number"": ""JFB005""}",B08CK9X2KH,,,,17,4,4
All Beauty,Abodhu 32 Pcs Spiral Curls Wave Styles Hair Rollers No Heat Spiral Curls Magic Curler Spiral Styling Kit with Styling Hook for Long Medium Short Hair(30 cm/11.8 inch),3.6,247,[],[],,"{'hi_res': array(['https://m.media-amazon.com/images/I/81Ek+AZAtsL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/71LcBlNuuWL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/71uVSxkVDgL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/714GflWNhXL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/81WtYeDhhYL._SL1500_.jpg',
       'https://m.media-amazon.com/images/I/71WqiIIqSzL._SL1500_.jpg'],
      dtype=object), 'large': array(['https://m.media-amazon.com/images/I/51VzpR6LRFL.jpg',
       'https://m.media-amazon.com/images/I/511CHP2ASsL.jpg',
       'https://m.media-amazon.com/images/I/51orfKOim1L.jpg',
       'https://m.media-amazon.com/images/I/51eu1soY07L.jpg',
       'https://m.media-amazon.com/images/I/51OvNEC7RlL.jpg',
       'https://m.media-amazon.com/images/I/51wiPkJVYyL.jpg'],
      dtype=object), 'thumb': array(['https://m.media-amazon.com/images/I/51VzpR6LRFL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/511CHP2ASsL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51orfKOim1L._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51eu1soY07L._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51OvNEC7RlL._SS40_.jpg',
       'https://m.media-amazon.com/images/I/51wiPkJVYyL._SS40_.jpg'],
      dtype=object), 'variant': array(['MAIN', 'PT01', 'PT02', 'PT03', 'PT04', 'PT05'], dtype=object)}","{'title': array(['hair curler no heat'], dtype=object), 'url': array(['https://www.amazon.com/vdp/6d14ddc3755f45509ec59f1846058e9d?ref=dp_vse_rvc_0'],
      dtype=object), 'user_id': array([''], dtype=object)}",Abodhu,[],"{""Hair Type"": ""Curly"", ""Material"": ""Plastic"", ""Size"": ""34 Piece Set"", ""Brand"": ""Abodhu"", ""Unit Count"": ""1 Count"", ""Package Dimensions"": ""10.2 x 10.16 x 3.9 inches; 8.78 Ounces"", ""UPC"": ""780682725216""}",B08J7G4VDK,,,,17,4,4
